Title,AltTitle,Author,Key,OriginalKey,Tempo,TimeSig,CcliNumber,Year,Copyright,PageCount,SheetType,Status,DataType,Category,Path
"10,000 Reasons",Bless The Lord,"Jonas Myrin,Matt Redman",,G,73,'4/4,6016351,2011,"Atlas Mountain Songs,sixsteps Music,Thankyou Music,worshiptogether.com songs",2,NumberChart,TRUE,File,,File\Number\10-000-reasons-bless-the-lord-#.pdf
"10,000 Reasons",Bless The Lord,"Jonas Myrin,Matt Redman",,G,73,'4/4,6016351,2011,"Atlas Mountain Songs,sixsteps Music,Thankyou Music,worshiptogether.com songs",0,NumberChart,TRUE,Html,,"Html\Number\10,000 Reasons (Bless The Lord)-6016351-Number.html"
"10,000 Reasons",Bless The Lord,"Jonas Myrin,Matt Redman",G,G,73,'4/4,6016351,2011,"Atlas Mountain Songs,sixsteps Music,Thankyou Music,worshiptogether.com songs",2,ChordSheet,TRUE,File,,File\Chord\10-000-reasons-bless-the-lord-G.pdf
"10,000 Reasons",Bless The Lord,"Jonas Myrin,Matt Redman",G,G,73,'4/4,6016351,2011,"Atlas Mountain Songs,sixsteps Music,Thankyou Music,worshiptogether.com songs",0,ChordSheet,TRUE,Html,,"Html\Chord\10,000 Reasons (Bless The Lord)-6016351-Chord-G.html"
"10,000 Reasons",Bless The Lord,"Jonas Myrin,Matt Redman",G,G,73,'4/4,6016351,2011,"Atlas Mountain Songs,sixsteps Music,Thankyou Music,worshiptogether.com songs",4,LeadSheet,TRUE,File,,"File\Lead\10,000 Reasons (Bless The Lord) (G).pdf"
"10,000 Reasons",Bless The Lord,"Jonas Myrin,Matt Redman",G,G,73,'4/4,6016351,2011,"Atlas Mountain Songs,sixsteps Music,Thankyou Music,worshiptogether.com songs",0,LeadSheet,TRUE,Html,,"Html\Lead\10,000 Reasons (Bless The Lord)-6016351-Lead-G.html"
"10,000 Reasons",Bless The Lord,"Jonas Myrin,Matt Redman",,G,73,'4/4,6016351,2011,"Atlas Mountain Songs,sixsteps Music,Thankyou Music,worshiptogether.com songs",0,LyricsSheet,TRUE,File,,"File\Lyric\10,000 Reasons (Bless The Lord).txt"
"10,000 Reasons",Bless The Lord,"Jonas Myrin,Matt Redman",,G,73,'4/4,6016351,2011,"Atlas Mountain Songs,sixsteps Music,Thankyou Music,worshiptogether.com songs",0,LyricsSheet,TRUE,Html,,"Html\Lyric\10,000 Reasons (Bless The Lord)-6016351-Lyric.txt"
A Mighty Fortress Is Our God,Ein Feste Burg,"Frederick Henry Hedge,Martin Luther",,C,N/A,'4/4,42964,0,"Words: Public Domain,Music: Public Domain",2,NumberChart,TRUE,File,,File\Number\a-mighty-fortress-is-our-god-ein-feste-burg-#.pdf
A Mighty Fortress Is Our God,Ein Feste Burg,"Frederick Henry Hedge,Martin Luther",,C,N/A,'4/4,42964,0,"Words: Public Domain,Music: Public Domain",0,NumberChart,TRUE,Html,,Html\Number\A Mighty Fortress Is Our God (Ein Feste Burg)-42964-Number.html
A Mighty Fortress Is Our God,Ein Feste Burg,"Frederick Henry Hedge,Martin Luther",C,C,N/A,'4/4,42964,0,"Words: Public Domain,Music: Public Domain",2,ChordSheet,TRUE,File,,File\Chord\a-mighty-fortress-is-our-god-ein-feste-burg-C.pdf
A Mighty Fortress Is Our God,Ein Feste Burg,"Frederick Henry Hedge,Martin Luther",C,C,N/A,'4/4,42964,0,"Words: Public Domain,Music: Public Domain",0,ChordSheet,TRUE,Html,,Html\Chord\A Mighty Fortress Is Our God (Ein Feste Burg)-42964-Chord-C.html
A Mighty Fortress Is Our God,Ein Feste Burg,"Frederick Henry Hedge,Martin Luther",C,C,N/A,'4/4,42964,0,"Words: Public Domain,Music: Public Domain",1,LeadSheet,TRUE,File,,File\Lead\A Mighty Fortress Is Our God (C).pdf
A Mighty Fortress Is Our God,Ein Feste Burg,"Frederick Henry Hedge,Martin Luther",C,C,N/A,'4/4,42964,0,"Words: Public Domain,Music: Public Domain",0,LeadSheet,TRUE,Html,,Html\Lead\A Mighty Fortress Is Our God (Ein Feste Burg)-42964-Lead-C.html
A Mighty Fortress Is Our God,Ein Feste Burg,"Frederick Henry Hedge,Martin Luther",,C,N/A,'4/4,42964,0,"Words: Public Domain,Music: Public Domain",0,LyricsSheet,TRUE,File,,File\Lyric\A Mighty Fortress Is Our God (Ein Feste Burg).txt
A Mighty Fortress Is Our God,Ein Feste Burg,"Frederick Henry Hedge,Martin Luther",,C,N/A,'4/4,42964,0,"Words: Public Domain,Music: Public Domain",0,LyricsSheet,TRUE,Html,,Html\Lyric\A Mighty Fortress Is Our God (Ein Feste Burg)-42964-Lyric.txt
Above All,,"Lenny LeBlanc,Paul Baloche",,A,62,'4/4,2672885,1999,"Integrity's Hosanna! Music,LenSongs Publishing",1,NumberChart,TRUE,File,,File\Number\above-all-#.pdf
Above All,,"Lenny LeBlanc,Paul Baloche",,A,62,'4/4,2672885,1999,"Integrity's Hosanna! Music,LenSongs Publishing",0,NumberChart,TRUE,Html,,Html\Number\Above All-2672885-Number.html
Above All,,"Lenny LeBlanc,Paul Baloche",A,A,62,'4/4,2672885,1999,"Integrity's Hosanna! Music,LenSongs Publishing",1,ChordSheet,TRUE,File,,File\Chord\above-all-A.pdf
Above All,,"Lenny LeBlanc,Paul Baloche",A,A,62,'4/4,2672885,1999,"Integrity's Hosanna! Music,LenSongs Publishing",0,ChordSheet,TRUE,Html,,Html\Chord\Above All-2672885-Chord-A.html
Above All,,"Lenny LeBlanc,Paul Baloche",A,A,62,'4/4,2672885,1999,"Integrity's Hosanna! Music,LenSongs Publishing",2,LeadSheet,TRUE,File,,File\Lead\Above All (A).pdf
Above All,,"Lenny LeBlanc,Paul Baloche",A,A,62,'4/4,2672885,1999,"Integrity's Hosanna! Music,LenSongs Publishing",0,LeadSheet,TRUE,Html,,Html\Lead\Above All-2672885-Lead-A.html
Above All,,"Lenny LeBlanc,Paul Baloche",,A,62,'4/4,2672885,1999,"Integrity's Hosanna! Music,LenSongs Publishing",0,LyricsSheet,TRUE,File,,File\Lyric\Above All.txt
Above All,,"Lenny LeBlanc,Paul Baloche",,A,62,'4/4,2672885,1999,"Integrity's Hosanna! Music,LenSongs Publishing",0,LyricsSheet,TRUE,Html,,Html\Lyric\Above All-2672885-Lyric.txt
All Glory Be To Christ,,Dustin Kensrue,,E,94,'4/4,7008232,2012,We Are Younger We Are Faster Music,2,NumberChart,TRUE,File,,File\Number\all-glory-be-to-christ-#.pdf
All Glory Be To Christ,,Dustin Kensrue,,E,94,'4/4,7008232,2012,We Are Younger We Are Faster Music,0,NumberChart,TRUE,Html,,Html\Number\All Glory Be To Christ-7008232-Number.html
All Glory Be To Christ,,Dustin Kensrue,E,E,94,'4/4,7008232,2012,We Are Younger We Are Faster Music,2,ChordSheet,TRUE,File,,File\Chord\all-glory-be-to-christ-E.pdf
All Glory Be To Christ,,Dustin Kensrue,E,E,94,'4/4,7008232,2012,We Are Younger We Are Faster Music,0,ChordSheet,TRUE,Html,,Html\Chord\All Glory Be To Christ-7008232-Chord-E.html
All Glory Be To Christ,,Dustin Kensrue,E,E,94,'4/4,7008232,2012,We Are Younger We Are Faster Music,3,LeadSheet,TRUE,File,,File\Lead\All Glory Be To Christ (E).pdf
All Glory Be To Christ,,Dustin Kensrue,E,E,94,'4/4,7008232,2012,We Are Younger We Are Faster Music,0,LeadSheet,TRUE,Html,,Html\Lead\All Glory Be To Christ-7008232-Lead-E.html
All Glory Be To Christ,,Dustin Kensrue,,E,94,'4/4,7008232,2012,We Are Younger We Are Faster Music,0,LyricsSheet,TRUE,File,,File\Lyric\All Glory Be To Christ.txt
All Glory Be To Christ,,Dustin Kensrue,,E,94,'4/4,7008232,2012,We Are Younger We Are Faster Music,0,LyricsSheet,TRUE,Html,,Html\Lyric\All Glory Be To Christ-7008232-Lyric.txt
All Heaven Declares,,"Noel Richards,Tricia Richards",,A,N/A,'4/4,120556,1987,Thankyou Music,1,NumberChart,TRUE,File,,File\Number\all-heaven-declares-#.pdf
All Heaven Declares,,"Noel Richards,Tricia Richards",,A,N/A,'4/4,120556,1987,Thankyou Music,0,NumberChart,TRUE,Html,,Html\Number\All Heaven Declares-120556-Number.html
All Heaven Declares,,"Noel Richards,Tricia Richards",A,A,N/A,'4/4,120556,1987,Thankyou Music,1,ChordSheet,TRUE,File,,File\Chord\all-heaven-declares-A.pdf
All Heaven Declares,,"Noel Richards,Tricia Richards",A,A,N/A,'4/4,120556,1987,Thankyou Music,0,ChordSheet,TRUE,Html,,Html\Chord\All Heaven Declares-120556-Chord-A.html
All Heaven Declares,,"Noel Richards,Tricia Richards",A,A,N/A,'4/4,120556,1987,Thankyou Music,1,LeadSheet,TRUE,File,,File\Lead\All Heaven Declares (A).pdf
All Heaven Declares,,"Noel Richards,Tricia Richards",A,A,N/A,'4/4,120556,1987,Thankyou Music,0,LeadSheet,TRUE,Html,,Html\Lead\All Heaven Declares-120556-Lead-A.html
All Heaven Declares,,"Noel Richards,Tricia Richards",,A,N/A,'4/4,120556,1987,Thankyou Music,0,LyricsSheet,TRUE,File,,File\Lyric\All Heaven Declares.txt
All Heaven Declares,,"Noel Richards,Tricia Richards",,A,N/A,'4/4,120556,1987,Thankyou Music,0,LyricsSheet,TRUE,Html,,Html\Lyric\All Heaven Declares-120556-Lyric.txt
All The Poor And Powerless,,"David Leonard,Leslie Jordan",,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",2,NumberChart,TRUE,File,,File\Number\all-the-poor-and-powerless-#.pdf
All The Poor And Powerless,,"David Leonard,Leslie Jordan",,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",0,NumberChart,TRUE,Html,,Html\Number\All The Poor And Powerless-5881130-Number.html
All The Poor And Powerless,,"David Leonard,Leslie Jordan",A,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",2,ChordSheet,TRUE,File,,File\Chord\all-the-poor-and-powerless-A.pdf
All The Poor And Powerless,,"David Leonard,Leslie Jordan",A,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",0,ChordSheet,TRUE,Html,,Html\Chord\All The Poor And Powerless-5881130-Chord-A.html
All The Poor And Powerless,,"David Leonard,Leslie Jordan",B,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",2,ChordSheet,TRUE,File,,File\Chord\all-the-poor-and-powerless-B.pdf
All The Poor And Powerless,,"David Leonard,Leslie Jordan",B,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",0,ChordSheet,TRUE,Html,,Html\Chord\All The Poor And Powerless-5881130-Chord-B.html
All The Poor And Powerless,,"David Leonard,Leslie Jordan",A,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",4,LeadSheet,TRUE,File,,File\Lead\All The Poor And Powerless (A).pdf
All The Poor And Powerless,,"David Leonard,Leslie Jordan",A,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",0,LeadSheet,TRUE,Html,,Html\Lead\All The Poor And Powerless-5881130-Lead-A.html
All The Poor And Powerless,,"David Leonard,Leslie Jordan",B,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",4,LeadSheet,TRUE,File,,File\Lead\All The Poor And Powerless (B).pdf
All The Poor And Powerless,,"David Leonard,Leslie Jordan",B,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",0,LeadSheet,TRUE,Html,,Html\Lead\All The Poor And Powerless-5881130-Lead-B.html
All The Poor And Powerless,,"David Leonard,Leslie Jordan",,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",0,LyricsSheet,TRUE,File,,File\Lyric\All The Poor And Powerless.txt
All The Poor And Powerless,,"David Leonard,Leslie Jordan",,A,76,'4/4,5881130,2011,"Integrity's Praise! Music,Little Way Creative",0,LyricsSheet,TRUE,Html,,Html\Lyric\All The Poor And Powerless-5881130-Lyric.txt
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",2,NumberChart,TRUE,File,,File\Number\all-to-us-#.pdf
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",0,NumberChart,TRUE,Html,,Html\Number\All To Us-5869860-Number.html
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",G,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",2,ChordSheet,TRUE,File,,File\Chord\all-to-us-G.pdf
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",G,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",0,ChordSheet,TRUE,Html,,Html\Chord\All To Us-5869860-Chord-G.html
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",Ab,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",2,ChordSheet,TRUE,File,,File\Chord\all-to-us-Ab.pdf
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",Ab,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",0,ChordSheet,TRUE,Html,,Html\Chord\All To Us-5869860-Chord-Ab.html
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",G,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",4,LeadSheet,TRUE,File,,File\Lead\All To Us (G).pdf
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",G,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",0,LeadSheet,TRUE,Html,,Html\Lead\All To Us-5869860-Lead-G.html
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",Ab,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",4,LeadSheet,TRUE,File,,File\Lead\All To Us (Ab).pdf
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",Ab,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",0,LeadSheet,TRUE,Html,,Html\Lead\All To Us-5869860-Lead-Ab.html
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",0,LyricsSheet,TRUE,File,,File\Lyric\All To Us.txt
All To Us,,"Chris Tomlin,Jesse Reeves,Matt Maher,Matt Redman",,Ab,62,'4/4,5869860,2010,"sixsteps Music,Thankyou Music,Valley Of Songs Music,Vamos Publishing,worshiptogether.com songs",0,LyricsSheet,TRUE,Html,,Html\Lyric\All To Us-5869860-Lyric.txt
Always,,"Jason Ingram,Kristian Stanfill",,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",2,NumberChart,TRUE,File,,File\Number\always-#.pdf
Always,,"Jason Ingram,Kristian Stanfill",,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",0,NumberChart,TRUE,Html,,Html\Number\Always-5881037-Number.html
Always,,"Jason Ingram,Kristian Stanfill",B,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",2,ChordSheet,TRUE,File,,File\Chord\always-B.pdf
Always,,"Jason Ingram,Kristian Stanfill",B,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",0,ChordSheet,TRUE,Html,,Html\Chord\Always-5881037-Chord-B.html
Always,,"Jason Ingram,Kristian Stanfill",C,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",2,ChordSheet,TRUE,File,,File\Chord\always-C.pdf
Always,,"Jason Ingram,Kristian Stanfill",C,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",0,ChordSheet,TRUE,Html,,Html\Chord\Always-5881037-Chord-C.html
Always,,"Jason Ingram,Kristian Stanfill",B,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",3,LeadSheet,TRUE,File,,File\Lead\Always (B).pdf
Always,,"Jason Ingram,Kristian Stanfill",B,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",0,LeadSheet,TRUE,Html,,Html\Lead\Always-5881037-Lead-B.html
Always,,"Jason Ingram,Kristian Stanfill",C,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",2,LeadSheet,TRUE,File,,File\Lead\Always (C).pdf
Always,,"Jason Ingram,Kristian Stanfill",C,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",0,LeadSheet,TRUE,Html,,Html\Lead\Always-5881037-Lead-C.html
Always,,"Jason Ingram,Kristian Stanfill",,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",0,LyricsSheet,TRUE,File,,File\Lyric\Always.txt
Always,,"Jason Ingram,Kristian Stanfill",,B,70,'4/4,5881037,2010,"sixsteps Music,worshiptogether.com songs,So Essential Tunes,Spirit Nashville Three,Spirit Nashville Three",0,LyricsSheet,TRUE,Html,,Html\Lyric\Always-5881037-Lyric.txt
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",2,NumberChart,TRUE,File,,File\Number\amazing-grace-my-chains-are-gone-#.pdf
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",0,NumberChart,TRUE,Html,,Html\Number\Amazing Grace (My Chains Are Gone)-4768151-Number.html
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",F,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",2,ChordSheet,TRUE,File,,File\Chord\amazing-grace-my-chains-are-gone-F.pdf
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",F,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",0,ChordSheet,TRUE,Html,,Html\Chord\Amazing Grace (My Chains Are Gone)-4768151-Chord-F.html
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",G,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",2,ChordSheet,TRUE,File,,File\Chord\amazing-grace-my-chains-are-gone-G.pdf
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",G,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",0,ChordSheet,TRUE,Html,,Html\Chord\Amazing Grace (My Chains Are Gone)-4768151-Chord-G.html
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",F,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",3,LeadSheet,TRUE,File,,File\Lead\Amazing Grace (My Chains Are Gone) (F).pdf
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",F,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",0,LeadSheet,TRUE,Html,,Html\Lead\Amazing Grace (My Chains Are Gone)-4768151-Lead-F.html
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",G,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",3,LeadSheet,TRUE,File,,File\Lead\Amazing Grace (My Chains Are Gone) (G).pdf
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",G,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",0,LeadSheet,TRUE,Html,,Html\Lead\Amazing Grace (My Chains Are Gone)-4768151-Lead-G.html
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",0,LyricsSheet,TRUE,File,,File\Lyric\Amazing Grace (My Chains Are Gone).txt
Amazing Grace,My Chains Are Gone,"Chris Tomlin,John Newton,Louie Giglio",,F,60,'4/4,4768151,2006,"sixsteps Music,Vamos Publishing,worshiptogether.com songs",0,LyricsSheet,TRUE,Html,,Html\Lyric\Amazing Grace (My Chains Are Gone)-4768151-Lyric.txt
